,text,place_lat_min,place_lon_min,place_lat_max,place_lon_max
396,"RT @CrctrBlaugrana: - Sandro Tonali (20), al Inter de Milán.
- Arthur (23), a la Juventus de Turín.
- Aouar (21), al Manchester City.
- Cam…",,,,
397,"RT @racsozerimar8: El diario Marca hace un informe sobre las transferencias que mejor encaminadas están: 

Timo Werner al Liverpool
Lautaro…",,,,
398,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
399,"RT @ElReyTuitero: Mandar a @CarlosLoret a intentar destruir a López Obrador con reportajes, es como mandar a los Tiburones Rojos del Veracr…",,,,
400,Barcelona Tawarkan Gaji Besar untuk Lautaro Martinez https://t.co/UJqlSPuZSN https://t.co/iZs6si6sAS,,,,
401,RT @AnibalGarzon: Huelga Indefinida en Nissan. Octavo día de paro de los trabajadores en Barcelona contra un supuesto cierre. La patronal d…,,,,
402,se ha visto recompensado por su gran trabajo en el Barcelona alzándose con el Mánager del mes de la Primera divisió… https://t.co/PankeDf9fm,,,,
403,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
404,"RT @marticuso: Per saber-ne més, imprescindibles el treball de l'@AgustinCocola ""el Barrio Gótico de Barcelona. Planificación del Pasado e…",,,,
405,"RT @Dale_Bracewell: Superblocks are simply amazing. 

From kids playing in the middle of intersections - to seniors enjoying narrower stree…",,,,
406,"RT @mathsalviano: Torcer pro Santos ok, agr torcer pro Barcelona junto...",,,,
407,"FELICIDADES @OficialGio 🥳

Hoy estuvo de fiesta el jugador que comandó a @miseleccionmx Sub-17 para levantar su pri… https://t.co/Nfx1h81J2p",,,,
408,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
409,@barcelona_pedro @motions_cat AAAAH QUE FOFIIIIN 😍,,,,
410,@SurtoSapatao @busaovillaneve eu tbm li sobre isso mas msm não faz sentido kkkkkkk tipo como ela chegou em barcelon… https://t.co/51FB7ylBIW,,,,
411,"RT @FootballFunnnys: In 2010 when Barcelona won 0-8 against Almeria. Lionel Messi was involved in 5 goals.

After that match, Ronaldo said:…",,,,
412,"RT @Crhedrys: Exposing how Iniesta and Xavi are frauds but they gt covered by Barcelona tomorrow. 

Can’t wait for this dub to drop. https:…",,,,
413,"FC BARCELONA 活動進行中!
免費球探保證出現★7 FC BARCELONA球員!#PESCM #FCB https://t.co/uwVaUuE0uv",,,,
414,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
415,"@villegas_avr1 No, por que no lo hize ficticio, es al Barcelona Original",,,,
416,"Torcer pro Santos ok, agr torcer pro Barcelona junto... https://t.co/EN3kq3Bgks",,,,
417,"RT @_pictur: Barcelona, Spain https://t.co/fq5X4FBSsf",,,,
418,"RT @goal: Guardiola &amp; Messi together again? 🤗

“I would very much like Guardiola to come back, but now he is at City &amp; it is a decision tha…",,,,
419,"RT @jmangues: Tothom escandalitzat amb un vídeo d'un avió d'Iberia sense distàncies de seguretat, com si al metro de Barcelona cada matí es…",,,,
420,"RT @Crhedrys: Exposing how Iniesta and Xavi are frauds but they gt covered by Barcelona tomorrow. 

Can’t wait for this dub to drop. https:…",,,,
421,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
422,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
423,"RT @lacentrald_sf: 🇪🇸 ¿VUELTA AL FÚTBOL CON CLÁSICO?

🔸La Liga española volvería 12 de junio y varios medios mencionan la posibilidad que e…",,,,
424,"Apesar de nada ter sido provado até hoje (estranho né), o Barcelona tinha um time superior ao do RM na época, por i… https://t.co/D2bM9tEgX7",,,,
425,"RT @SoyCalcio_: 🔴 ÚLTIMA HORA

📍 Sport -&gt; Acuerdo casi cerrado para que Lautaro se marche al Barcelona. 60M + Arturo Vidal + Semedo o Emers…",,,,
426,"Imagen historia para el Barcelonismo, año 97 la gran remontada contra D. Quito. En la última fecha de la Liguilla,… https://t.co/fleIoL5bs9",,,,
427,"RT @ElReyTuitero: Mandar a @CarlosLoret a intentar destruir a López Obrador con reportajes, es como mandar a los Tiburones Rojos del Veracr…",,,,
428,"RT @yesjimstheman: The Palace of Catalan Music in Barcelona, Catalonia, Spain, Hieu Duc Tram!🤩 https://t.co/a4ZjEwFkL9",,,,
429,RT @footballespana_: BREAK - Joan Laporta confirms he will run for Barcelona president next year and wants Pep Guardiola to return as coach…,,,,
430,RT @InstintoGanador: El delantero argentino Jonathan Calleri 🇦🇷 (26) tiene opciones muy altas de regresar a Boca Juniors 🇦🇷 este próximo ve…,,,,
431,"RT @davidkurten: As illegal immigration accelerates, Priti Patel talks to France with her hands tied. Nothing will change unless:
The UK ex…",,,,
432,"@Frankianahart Jakarta Barcelona Manila 

FRANKIANA MAYonlyDOSE",,,,
433,RT @maykanavarro: Apalizado un @mosso en Premià que protegió a una señora que riñó a unos jóvenes por estar sin mascarilla https://t.co/Jh8…,,,,
434,"A controvérsia é que segundo, alguns jogadores e torcedores, os soldados do Franco foram vistos saindo do vestiário… https://t.co/t4kSJgFVna",,,,
435,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
436,RT @DANlFULI: Barcelona fans will tell you Ronaldo didn’t win the Euro’s because he only played 20 mins in the final but will tell you Barc…,,,,
437,RT @Volve10Riquelme: Como desaprovecharon a Riquelme en el Barcelona... https://t.co/gunQBIpKWa,,,,
438,essas duas primeiras do barcelona meu deus do ceu que coisa linda https://t.co/VYm9SMMGJC,,,,
439,"RT @dariocelise: A partir de este lunes, casi la mitad de los 47 millones de habitantes de #España pudieron disfrutar su primera bebida o c…",,,,
440,"🇪🇸 ¿VUELTA AL FÚTBOL CON CLÁSICO?

🔸La Liga española volvería 12 de junio y varios medios mencionan la posibilidad… https://t.co/ALjuWzazMH",,,,
441,oyó cómo los fans del Barcelona coreaban su nombre mientras celebraban la consecución de la Copa de Campeones. #FM20Mobile,,,,
442,RT @becauseimdutch: FC Barcelona e a Ditadura Franquista na Espanha: a thread https://t.co/c1r6v9kM0I,,,,
443,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
444,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
445,Michael Laudrup adlh bagian dari Barcelona ketika menang melawan Madrid 5-0. Dia juga bagian dari Madrid ketika menang 5-0 melawan Barcelona,,,,
446,"RT @davidkurten: As illegal immigration accelerates, Priti Patel talks to France with her hands tied. Nothing will change unless:
The UK ex…",,,,
447,RT @AfectadosBBS: El Activista Jorge Fernandez @ChalecosAmarill resiste en la Plaza Universitat de Barcelona tras el desalojo de esta noche…,,,,
448,"Marcão, pai do Gerson garante permanência do meio-campista na Gávea: ""O Gerson já está no Barcelona. A ideia é cons… https://t.co/DwT1twc9f4",,,,
449,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
450,"RT @dariocelise: A partir de este lunes, casi la mitad de los 47 millones de habitantes de #España pudieron disfrutar su primera bebida o c…",,,,
451,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/aSY14uww8L https://t.co/eSl8CaOU7r,,,,
452,"Barcelona foi uma das cidades mais vivas que visitei - e isso foi esse ano, no fim de janeiro. Bizarro ler relato q… https://t.co/7OgaXAOQw1",,,,
453,RT @HelenaVillarRT: ¿Alguien sabe si hay algún hotel o similar abierto en Madrid? (Sigo buscando cómo pueden volver mis padres a Barcelona…,,,,
454,"RT @goal: Guardiola &amp; Messi together again? 🤗

“I would very much like Guardiola to come back, but now he is at City &amp; it is a decision tha…",,,,
455,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
456,"Aconteceu numa partida do El Clasico da Copa del Generalismo (hoje Copa del Rey), basicamente o RM meteu 11 gols no… https://t.co/d74XYswclX",,,,
457,Gusto ko mag barcelona,,,,
458,"RT @_pictur: Barcelona, Spain https://t.co/1eXL146wDS",,,,
459,"RT @IanBrossat: Partout en Europe, des villes se mobilisent pour que les logements  loués sur Airbnb avant l'épidémie du coronavirus soient…",,,,
460,RT @BarcaUniversal: ❗Joan Laporta has confirmed that he will run for Barcelona presidency in the 2021 elections. https://t.co/xgdrxaFlDB,,,,
461,"RT @FootballFunnnys: In 2010 when Barcelona won 0-8 against Almeria. Lionel Messi was involved in 5 goals.

After that match, Ronaldo said:…",,,,
462,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
463,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
464,RT @amaaiaromero: @Sara_Mpion tampoco habremos pasado de fase pero barcelona es mucho mejor que madrid https://t.co/gIswpb2DV0,,,,
465,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
466,"Antes de falar do caso Di Estefano, nao posso deixar de falar do fatídico 11x1 que aconteceu no ano de 1943 (sim ge… https://t.co/h5vzhy0MoH",,,,
467,"A partir de este lunes, casi la mitad de los 47 millones de habitantes de #España pudieron disfrutar su primera beb… https://t.co/Vz49PPAvnf",,,,
468,RT @AntonioUbilla1: Barcelona SC 1990  @RuddyRRodriguez https://t.co/mKAsaj7zpu,,,,
469,"4° Lugar – Lionel Messi

O melhor jogador do mundo continua no mais alto nível pelo décimo quarto (!) ano seguido.… https://t.co/eqy58nYmOj",,,,
470,RT @AfectadosBBS: El Activista Jorge Fernandez @ChalecosAmarill resiste en la Plaza Universitat de Barcelona tras el desalojo de esta noche…,,,,
471,RT @GolesdeEuropa: #Video Una de las eliminaciones más recordadas de la #CHAMPIONSxESPN: José Mourinho y su Inter fueron prácticos para sac…,,,,
472,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
473,"@felipevieiravg @OCantoOficial No caso do Barcelona, é em referência a ""cruz de São Jorge"", os ingleses também tem… https://t.co/60WGeG6aeu",,,,
474,@UnmaskedDOOM As a solo artist MAYBE (although the Barcelona song is some of the best shit he’s made) but nah the m… https://t.co/wimniHIqul,,,,
475,@Krishsh82556851 @sathish_cule @socraticjuan @isssacuIe Emerson also sucks he is not as good as Barcelona level Ric… https://t.co/M9XrK72P1q,,,,
476,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
477,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
478,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
479,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
480,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
481,"RT @TacticalFouling: 6 things:
- Lewandowski’s happiness
- Beneficiaries of this time off
- Barcelona transfers may get more perplexing
- S…",,,,
482,RT @Jay_rxk: A nuh Barcelona but mi ago make u messy😏😈 https://t.co/SOyHcIPC4A,,,,
483,"RT @FootballFunnnys: In 2010 when Barcelona won 0-8 against Almeria. Lionel Messi was involved in 5 goals.

After that match, Ronaldo said:…",,,,
484,"RT @BianconeriZone: Juventus &amp; Barcelona are not only talking about Pjanic-Arthur. But also about De Sciglio, Rugani, Romero, Semedo &amp; Todi…",,,,
485,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
486,Ai dios que en 2 o 3 dias vuelvo a barcelona y podre estar con mi tele nuevaa🥰,,,,
487,RT @hmetromy: #Paris #PSG Neymar berhasrat menyertai semula Barcelona. https://t.co/8xhccES8PB,,,,
488,"RT @retro_plus: Minuto 1... y gol de Fernando Torres en el Camp Nou
Posdata: Vaya pase de Ibagaza 😱
⚽️ Barcelona 0-2 Atlético de Madrid
📆 6…",,,,
489,"To me, Neymar really suffered after he left Barca,...he's welcome to come back, retrace his steps and enjoy footbal… https://t.co/fI2rseaQF8",,,,
490,"@MedeiroosJean De verdade ... jogar com o Barcelona chega ser covardia, só lançamento em velocidade pro messi. Nego apela muito",,,,
491,RT @lavozdeiquique: Gran Charla para mañana todos invitados con el coach Que fue del Barcelona no se la pierdan. https://t.co/HTdkiOD14V,,,,
492,My dad thinks I went Barcelona with girls from Isoc https://t.co/6L4OVNNAKT,,,,
493,"@RoyNemer Espanyol Barcelona ?,??",,,,
494,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
495,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
496,RT @Volve10Riquelme: Como desaprovecharon a Riquelme en el Barcelona... https://t.co/gunQBIpKWa,,,,
497,"RT @InvictosSomos: Lionel Messi donó 500,000 euros a la campaña 'Juntos por la salud Argentina' de Fundación Garrahan. El dinero se destinó…",,,,
498,Deixa eu te levar pra Barcelona,136.556974,36.338161,136.817258,36.674093
499,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/XZn4uGRIVR,,,,
500,"RT @15boluwa: Iniesta played for Barcelona for 16 years 
He had 57 goals in that time",,,,
501,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
502,"RT @HinchasDFOK: 🎂 Hoy cumple años Andrés Iniesta. Campeon del mundo, multicampeon con el Barcelona y, ¿el mejor socio de Leo Messi?. ¡Feli…",,,,
503,"RT @davidkurten: As illegal immigration accelerates, Priti Patel talks to France with her hands tied. Nothing will change unless:
The UK ex…",,,,
504,Gran Charla para mañana todos invitados con el coach Que fue del Barcelona no se la pierdan. https://t.co/HTdkiOD14V,,,,
505,"RT @City_Xtra: Bayern, Inter, #ManCity and PSG are interested in Barcelona right-back Nélson Semedo (26). Semedo looks set to leave Barcelo…",,,,
506,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/Q4B0ALzLqZ,,,,
507,"RT @totalBarca: Neymar, Martinez, Pjanic etc etc...

No matter what happens during the transfer window, if Jean-Clair Todibo is still a Bar…",,,,
508,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
509,"RT @totalBarca: Neymar, Martinez, Pjanic etc etc...

No matter what happens during the transfer window, if Jean-Clair Todibo is still a Bar…",,,,
510,"então vamo junto p barcelona, madri, paris",,,,
511,"Nos anos 50 o Barça teve como peça chave o jogador Ladislao Kubala, que faria história no clube se tornando um ícon… https://t.co/2uG5Hcfher",,,,
512,RT @BarcaUniversal: ❗Joan Laporta has confirmed that he will run for Barcelona presidency in the 2021 elections. https://t.co/xgdrxaFlDB,,,,
513,FC BARCELONA Campaign Underway! #PESCM #FCB https://t.co/a6IgW0JpOi,,,,
514,#flor #flowers #ruda #medicinal #botany #plants #plantes #primavera #spring #europe #flowersofinstagram… https://t.co/TxLGqivxkz,,,,
515,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
516,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
517,"@nunesss_05 @bcoutinho_05 Tão queimando o filme do guri no Barcelona  não dão chance, como vcs querem avaliar ele assim aí é foda.",,,,
518,"Estoy encantada con “MATCHDAY, Inside Fc Barcelona💙❤️”.",,,,
519,"Ainda em 1949 com o primeiro título europeu e celebrando os seus 50 anos, e graças a iniciativa de um membro do clu… https://t.co/Ofzqft3koD",,,,
520,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
521,"RT @mediotiempo: ¡Está armado! ⚽️🙌

Barcelona e Inter tendrían todo listo para intercambio de lujo. 🔁

https://t.co/2ck4Z06K5O",,,,
522,@NoPassaran5 @yeyaboya Els cotxe només per trajectes llargs fora de l'àrea metropolitana. Abans reforçar i de mentr… https://t.co/shI1hZN6xn,,,,
523,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
524,RT @AntonioUbilla1: Barcelona SC 1990  @RuddyRRodriguez https://t.co/mKAsaj7zpu,,,,
525,"RT @goal: Guardiola &amp; Messi together again? 🤗

“I would very much like Guardiola to come back, but now he is at City &amp; it is a decision tha…",,,,
526,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
527,"RT @informatiu: La nova normalitat a Barcelona, a La Rambla, sobre les 18.45 d'aquest dilluns https://t.co/THwCfnKWL8",,,,
528,"RT @ElReyTuitero: Mandar a @CarlosLoret a intentar destruir a López Obrador con reportajes, es como mandar a los Tiburones Rojos del Veracr…",,,,
529,"Sem grandes acontecimentos na década de 40, no âmbito político. Em 1949, no ano que em completou 50 anos o Barcelon… https://t.co/KxYCpuobny",,,,
530,"Arthur do meu barcelona, só toca pro lado https://t.co/43rwh7c2je",,,,
531,RT @AntonioUbilla1: Barcelona SC 1990  @RuddyRRodriguez https://t.co/mKAsaj7zpu,,,,
532,RT @footballespana_: BREAK - Joan Laporta confirms he will run for Barcelona president next year and wants Pep Guardiola to return as coach…,,,,
533,RT @JaimePalomera: Visto en las calles de Barcelona. Lo han descubierto hoy las vecinas y vecinos de @HabitatgeVKK. https://t.co/AXbHGleXcU,,,,
534,RT @garoto_luca: torço pro Santos e Barcelona,,,,
535,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
536,📺 Cartelera de lunes | Las claves del éxito de Pep Guardiola: un documental imperdible del Barcelona multicampeón s… https://t.co/GUAWMIJSmV,,,,
537,Pedro Velasco se ve como titular en la Selección y todavía tiene su meta personal en un partido contra Liga de Quit… https://t.co/ALFCz1ZeCH,,,,
538,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
539,"RT @ESPNPeru: El ex delantero dejó su marca en Alianza Lima, la Selección Peruana y Barcelona SC de Ecuador. 

https://t.co/TPnhBqpg7I",,,,
540,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
541,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
542,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
543,¡Arranca la Campaña de FC BARCELONA! #PESCM #FCB https://t.co/NgcltqC9U8,,,,
544,"RT @Futbool_Fotos: ¿12 millones de euros costó?

Visto hoy en día fue un REGALO el fichaje de Ter Stegen con el FC Barcelona 🇩🇪 https://t.c…",,,,
545,RT @GolesdeEuropa: #Video Una de las eliminaciones más recordadas de la #CHAMPIONSxESPN: José Mourinho y su Inter fueron prácticos para sac…,,,,
546,"RT @EmilioGallard: Camp Nou, Barcelona. #120mm https://t.co/IO0ChPwbwm",,,,
547,"RT @goal: Barcelona have already reached an agreement with Miralem Pjanic, according to Sport 🤝

The report says Juventus are now looking a…",,,,
548,"RT @EmilioGallard: Barcelona, España 🇪🇸 https://t.co/30t5VcCusl",,,,
549,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
550,@Veencent_ @Aubazettes He didn’t leave for a rival he went to Barcelona like cristiano Ronaldo went to Madrid Denis… https://t.co/FRCxxcLp6I,,,,
551,RT @vicenteguallart: Se habla de la ciudad de 15 minutos de Paris y se contrapone al de las super manzanas de Barcelona. Quizás no se ha ex…,,,,
552,RT @AntonioUbilla1: Barcelona SC 1990  @RuddyRRodriguez https://t.co/mKAsaj7zpu,,,,
553,"RT @MessiFC10i: • Messi has 42 Goals and Assists in 32 Games this season
• Contributed to 49% of Goals Barcelona scored this season
• Contr…",,,,
554,So I was having the weirdest dream. Kim Jong un came to Barcelona and wanted to stay at my home. He wanted to live… https://t.co/UgIupybaE3,,,,
555,RT @AntonioUbilla1: Barcelona SC 1990  @RuddyRRodriguez https://t.co/mKAsaj7zpu,,,,
556,"RT @Flamengo: Há exatos dois meses, o Mengão vencia o Barcelona (EQU) por 3 a 0, no Maraca, pela Fase de Grupos da Libertadores 2020. Gusta…",,,,
557,Espero q o Barcelona lance mais temporadas na Netflix,,,,
558,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
559,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
560,"RT @record_mexico: Joan Laporta buscará regresar a la presidencia del Barcelona el próximo año 🔴🔵
https://t.co/ftegM3Lu9X",,,,
561,"RT @lucianopotter: a @rbstv vai passar esses 4 jogos. 16h. 

17/05 - Grêmio 2x1 Peñarol - 1983

24/05 - Inter 2x2 São Paulo - 2006

31/05 -…",,,,
562,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
563,"RT @Futbool_Fotos: Uno de los mejores mediocampistas del fútbol. El cerebro del FC Barcelona.

Feliz cumpleaños a Don Andrés Iniesta 🔴🔵 htt…",,,,
564,RT @RoyNemer: Tottenham Hotspur defender Juan Foyth reportedly offered to FC Barcelona. https://t.co/UU12jnasLd,,,,
565,"RT @SofaScoreBR: Griezmann aparece na 6ª colocação em nossa lista. Entre os seis foi o jogador mais velho a se transferir.

Com uma carreir…",,,,
566,RT @FCBarcelona: @Atalanta_BC @aclegnano We at FC Barcelona join you in mourning the loss of Andrea Rinaldi.,,,,
567,"RT @ChampionsLeague: 🔵🔴 Barcelona legend Andrés Iniesta is 36 today!

🥳 @andresiniesta8 

2⃣0⃣0⃣6⃣🏆
2⃣0⃣0⃣9⃣🏆
2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣5⃣🏆

#UCL | #…",,,,
568,"El tipo más perdedor le dice a Mascherano que tiene un título con River, otro en Corinthians, 19 con el Barcelona,… https://t.co/uxDORTW1N6",,,,
569,¡Arranca la Campaña de FC BARCELONA! #PESCM #FCB https://t.co/eD0uw7HFJZ,,,,
570,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
571,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
572,"@L_cunhacrf Eu só jogo de tottenham ou fullham, odeio jogar com real madrid, psg ou Barcelona",,,,
573,"RT @ToqueSports: ¡CERCA DE CONCRETAR👀! Según informa el diario Sport, Lautaro Martinez🇦🇷 está cada vez más cerca de ser nuevo jugador del F…",,,,
574,"RT @MessiFC10i: • Messi has 42 Goals and Assists in 32 Games this season
• Contributed to 49% of Goals Barcelona scored this season
• Contr…",,,,
575,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
576,"Essa quarentena está fazendo eu até assistir a série do Barcelona,que eu sempre julguei",,,,
577,"RT @micccina: No sé al centre perquè no hi he anat, però en un radi de dos kilòmetres de casa, estan els carrers de Barcelona deixats anar…",,,,
578,"@Esp_Interativo Arthur do Barcelona,por lá o chamam de o Novo Xavi, mas vive na reserva...",,,,
579,RT @GolesdeEuropa: #Video ¡El gol 400 en Barcelona! Repasamos el tanto histórico de Lionel Messi en el Blaugrana. Una máquina de marcar hit…,,,,
580,"RT @GolesdeEuropa: #Video Hace cuatro años y en la derrota del Barcelona por 2-1 ante Valencia, Messi marcó el gol número 500 de su carrera…",,,,
581,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
582,"1. Maturín 
2. Barcelona 
3. Barquisimeto 
4. Bournemouth 
5. Dacula https://t.co/QdXGbSxqW1",-64.856945,9.9332341,-64.5964953,10.1821314
583,"@LaHojillaenTV El pueblo ""pescador"" cuando les parece decirles pueblo, por qué no le venden gasolina a los pescador… https://t.co/7W5G4PsUOX",,,,
584,"RT @GolesdeEuropa: #Video En abril de 1983, Diego Armando Maradona anotó su único hat-trick con la camiseta del Barcelona. Fue en la golead…",,,,
585,"RT @FtbolCatenacci1: El hombre de los goles importantes. Cuna del Barcelona. Salió campeón de todo. MVP en final de Champions, Eurocopa y M…",,,,
586,@Danieog_ @YuriSilvaM POS yo jalo de raite jajajajajaj ya en esta cuarentena ya jefe más loca para viajar con extra… https://t.co/U5qB8yWSCR,,,,
587,@Eibon_Death @vapo_crf @Guilher68815815 @TheItalex @mundodabola @brfootball E um time não campeão ganhou o Barcelon… https://t.co/4RKv53yvgy,,,,
588,"se no barcelona eu for camisa 10
me cobrir de ouro da cabeça aos pés
mesmo assim se isso acontecer fico com você, fico com voceee",,,,
589,Top 10 Places to Visit in Barcelona: https://t.co/DrpKTHpJe8,,,,
590,"RT @Goal_India: Guardiola &amp; Messi together again? 🤗

“I would very much like Guardiola to come back, but now he is at City &amp; it is a decisi…",,,,
591,Campanha FC BARCELONA em curso! #PESCM #FCB https://t.co/sL5jWEh1qk,,,,
592,"RT @EstadioTVE: Hola, hoy os preguntamos: ¿Barcelona o Real Madrid, quién es el favorito para ganar la liga? @teledeporte #estudioestadiort…",,,,
593,RT @TarekFatah: Spanish police arrest a Muslim man who they say is a suspected #IslamicState terrorist. He was planning an attack during th…,,,,
